STT,ID Nhà cung cấp,Tên công ty,Email,Điện thoại,Tỷ lệ hoa hồng (%),Số lượng booking,Tổng số tiền cần thanh toán (VND),Ghi chú
1,1,"Vietnam Adventures Co.","supplier@example.com","+84 902345678",15,381,"2,340,818,089,113","Tổng số tiền cần thanh toán cho 381 booking(s)"
2,2,"avdb","customer3@example.com","+84 905678908",15,175,"1,792,454,713","Tổng số tiền cần thanh toán cho 175 booking(s)"
3,3,"Blue Sky Travel Agency","supplier01@example.com","+84 902234001",19.14,131,"1,190,321,664","Tổng số tiền cần thanh toán cho 131 booking(s)"
4,4,"Explore Vietnam Travel","supplier02@example.com","+84 902234002",16.32,142,"1,379,395,346","Tổng số tiền cần thanh toán cho 142 booking(s)"
5,5,"Luxury Travel Experience","supplier03@example.com","+84 902234003",11.59,137,"1,537,090,734","Tổng số tiền cần thanh toán cho 137 booking(s)"
6,6,"Beach Paradise Travel","supplier04@example.com","+84 902234004",15,154,"1,110,160,138","Tổng số tiền cần thanh toán cho 154 booking(s)"
7,7,"Mountain View Tours","supplier05@example.com","+84 902234005",15.06,167,"1,641,234,251","Tổng số tiền cần thanh toán cho 167 booking(s)"
8,8,"Golden Gate Adventures","supplier06@example.com","+84 902234006",13.7,147,"1,561,137,011","Tổng số tiền cần thanh toán cho 147 booking(s)"
9,9,"Beach Paradise Travel","supplier07@example.com","+84 902234007",15.22,134,"1,175,304,292","Tổng số tiền cần thanh toán cho 134 booking(s)"
10,10,"Adventure Tours Co.","supplier08@example.com","+84 902234008",11.16,162,"1,597,516,882","Tổng số tiền cần thanh toán cho 162 booking(s)"
11,11,"Adventure Tours Co.","supplier09@example.com","+84 902234009",15.79,152,"1,617,926,309","Tổng số tiền cần thanh toán cho 152 booking(s)"
12,12,"Luxury Travel Experience","supplier10@example.com","+84 902234010",11.55,163,"1,501,645,723","Tổng số tiền cần thanh toán cho 163 booking(s)"
13,13,"Beach Paradise Travel","supplier11@example.com","+84 902234011",18.54,133,"1,340,757,268","Tổng số tiền cần thanh toán cho 133 booking(s)"
14,14,"Golden Gate Adventures","supplier12@example.com","+84 902234012",18.87,145,"1,557,651,987","Tổng số tiền cần thanh toán cho 145 booking(s)"
15,15,"Ocean Breeze Adventures","supplier13@example.com","+84 902234013",16.8,183,"2,062,837,296","Tổng số tiền cần thanh toán cho 183 booking(s)"
16,16,"Mystic Journey Tours","supplier14@example.com","+84 902234014",14.89,174,"1,794,737,124","Tổng số tiền cần thanh toán cho 174 booking(s)"
17,17,"Beach Paradise Travel","supplier15@example.com","+84 902234015",10.68,168,"1,787,703,625","Tổng số tiền cần thanh toán cho 168 booking(s)"

TỔNG CỘNG,,,,,2848 booking(s),"2,365,465,963,475","Tổng số tiền cần thanh toán cho tất cả nhà cung cấp"

CHI TIẾT TỪNG BOOKING
STT,ID Nhà cung cấp,Tên công ty,Booking ID,Booking Ref,Tổng tiền booking (VND),Số tiền cần thanh toán (VND)
1474,9,"Beach Paradise Travel",331,"BK00000014","14,013,000","11,880,221"
1475,9,"Beach Paradise Travel",2190,"BK00001873","4,867,500","4,126,667"
1476,9,"Beach Paradise Travel",1809,"BK00001492","5,117,500","4,338,617"
1477,9,"Beach Paradise Travel",2936,"BK00002619","3,269,000","2,771,458"
1478,9,"Beach Paradise Travel",1367,"BK00001050","1,634,500","1,385,729"
1479,9,"Beach Paradise Travel",1689,"BK00001372","3,266,000","2,768,915"
1480,9,"Beach Paradise Travel",2116,"BK00001799","3,503,250","2,970,055"
1481,9,"Beach Paradise Travel",1999,"BK00001682","6,538,000","5,542,916"
1482,9,"Beach Paradise Travel",2928,"BK00002611","6,054,000","5,132,581"
1483,9,"Beach Paradise Travel",1338,"BK00001021","5,008,750","4,246,418"
1484,9,"Beach Paradise Travel",1469,"BK00001152","10,943,000","9,277,475"
1485,9,"Beach Paradise Travel",2927,"BK00002610","5,879,000","4,984,216"
1486,9,"Beach Paradise Travel",2925,"BK00002608","7,493,500","6,352,989"
1487,9,"Beach Paradise Travel",2252,"BK00001935","11,378,500","9,646,692"
1488,9,"Beach Paradise Travel",859,"BK00000542","10,509,750","8,910,166"
1489,9,"Beach Paradise Travel",1950,"BK00001633","21,905,250","18,571,271"
1490,9,"Beach Paradise Travel",1473,"BK00001156","10,509,750","8,910,166"
1491,9,"Beach Paradise Travel",2833,"BK00002516","24,848,750","21,066,770"
1492,9,"Beach Paradise Travel",2429,"BK00002112","8,686,000","7,363,991"
1493,9,"Beach Paradise Travel",1062,"BK00000745","1,053,500","893,157"
1494,9,"Beach Paradise Travel",2834,"BK00002517","10,047,500","8,518,271"
1495,9,"Beach Paradise Travel",1986,"BK00001669","6,357,750","5,390,100"
1496,9,"Beach Paradise Travel",2851,"BK00002534","5,129,000","4,348,366"
1497,9,"Beach Paradise Travel",2909,"BK00002592","2,974,250","2,521,569"
1498,9,"Beach Paradise Travel",1682,"BK00001365","17,347,000","14,706,787"
1499,9,"Beach Paradise Travel",1560,"BK00001243","7,693,500","6,522,549"
1500,9,"Beach Paradise Travel",1073,"BK00000756","1,868,500","1,584,114"
1501,9,"Beach Paradise Travel",2867,"BK00002550","10,258,000","8,696,732"
1502,9,"Beach Paradise Travel",563,"BK00000246","4,538,000","3,847,316"
1503,9,"Beach Paradise Travel",1482,"BK00001165","22,201,250","18,822,220"
1504,9,"Beach Paradise Travel",348,"BK00000031","1,633,000","1,384,457"
1505,9,"Beach Paradise Travel",2895,"BK00002578","4,485,250","3,802,595"
1506,9,"Beach Paradise Travel",811,"BK00000494","3,914,000","3,318,289"
1507,9,"Beach Paradise Travel",1481,"BK00001164","14,909,250","12,640,062"
1508,9,"Beach Paradise Travel",3143,"BK00002826","6,103,000","5,174,123"
1509,9,"Beach Paradise Travel",2664,"BK00002347","11,897,000","10,086,277"
1510,9,"Beach Paradise Travel",2246,"BK00001929","17,372,000","14,727,982"
1511,9,"Beach Paradise Travel",2667,"BK00002350","12,715,500","10,780,201"
1512,9,"Beach Paradise Travel",624,"BK00000307","8,066,250","6,838,567"
1513,9,"Beach Paradise Travel",976,"BK00000659","3,119,000","2,644,288"
1514,9,"Beach Paradise Travel",3131,"BK00002814","3,507,500","2,973,659"
1515,9,"Beach Paradise Travel",1828,"BK00001511","15,026,250","12,739,255"
1516,9,"Beach Paradise Travel",1633,"BK00001316","14,603,500","12,380,847"
1517,9,"Beach Paradise Travel",538,"BK00000221","3,403,500","2,885,487"
1518,9,"Beach Paradise Travel",1832,"BK00001515","7,369,000","6,247,438"
1519,9,"Beach Paradise Travel",2675,"BK00002358","4,397,250","3,727,989"
1520,9,"Beach Paradise Travel",1321,"BK00001004","2,781,250","2,357,944"
1521,9,"Beach Paradise Travel",815,"BK00000498","8,686,000","7,363,991"
1522,9,"Beach Paradise Travel",979,"BK00000662","4,089,000","3,466,654"
1523,9,"Beach Paradise Travel",837,"BK00000520","6,054,000","5,132,581"
1524,9,"Beach Paradise Travel",1635,"BK00001318","17,247,000","14,622,007"
1525,9,"Beach Paradise Travel",3125,"BK00002808","2,781,250","2,357,944"
1526,9,"Beach Paradise Travel",2373,"BK00002056","14,926,250","12,654,475"
1527,9,"Beach Paradise Travel",2370,"BK00002053","25,431,000","21,560,402"
1528,9,"Beach Paradise Travel",1166,"BK00000849","36,508,750","30,952,118"
1529,9,"Beach Paradise Travel",3107,"BK00002790","4,235,250","3,590,645"
1530,9,"Beach Paradise Travel",1718,"BK00001401","8,549,000","7,247,842"
1531,9,"Beach Paradise Travel",3195,"BK00002878","9,965,000","8,448,327"
1532,9,"Beach Paradise Travel",1155,"BK00000838","5,562,500","4,715,888"
1533,9,"Beach Paradise Travel",2493,"BK00002176","5,187,500","4,397,963"
1534,9,"Beach Paradise Travel",2353,"BK00002036","8,038,000","6,814,616"
1535,9,"Beach Paradise Travel",2085,"BK00001768","3,957,500","3,355,169"
1536,9,"Beach Paradise Travel",370,"BK00000053","13,191,750","11,183,966"
1537,9,"Beach Paradise Travel",2696,"BK00002379","16,414,500","13,916,213"
1538,9,"Beach Paradise Travel",994,"BK00000677","7,218,500","6,119,844"
1539,9,"Beach Paradise Travel",781,"BK00000464","29,207,000","24,761,695"
1540,9,"Beach Paradise Travel",2705,"BK00002388","7,301,750","6,190,424"
1541,9,"Beach Paradise Travel",1436,"BK00001119","8,970,500","7,605,190"
1542,9,"Beach Paradise Travel",527,"BK00000210","7,276,750","6,169,229"
1543,9,"Beach Paradise Travel",2173,"BK00001856","1,134,500","961,829"
1544,9,"Beach Paradise Travel",3079,"BK00002762","13,191,750","11,183,966"
1545,9,"Beach Paradise Travel",581,"BK00000264","19,879,000","16,853,416"
1546,9,"Beach Paradise Travel",3069,"BK00002752","14,013,000","11,880,221"
1547,9,"Beach Paradise Travel",376,"BK00000059","13,191,750","11,183,966"
1548,9,"Beach Paradise Travel",2707,"BK00002390","3,507,500","2,973,659"
1549,9,"Beach Paradise Travel",377,"BK00000060","11,522,000","9,768,352"
1550,9,"Beach Paradise Travel",470,"BK00000153","3,091,000","2,620,550"
1551,9,"Beach Paradise Travel",1438,"BK00001121","11,538,500","9,782,340"
1552,9,"Beach Paradise Travel",1226,"BK00000909","10,818,000","9,171,500"
1553,9,"Beach Paradise Travel",1146,"BK00000829","4,036,000","3,421,721"
1554,9,"Beach Paradise Travel",1871,"BK00001554","21,905,250","18,571,271"
1555,9,"Beach Paradise Travel",1619,"BK00001302","17,372,000","14,727,982"
1556,9,"Beach Paradise Travel",846,"BK00000529","11,125,000","9,431,775"
1557,9,"Beach Paradise Travel",1142,"BK00000825","1,613,250","1,367,713"
1558,9,"Beach Paradise Travel",1876,"BK00001559","476,500","403,977"
1559,9,"Beach Paradise Travel",1775,"BK00001458","5,008,750","4,246,418"
1560,9,"Beach Paradise Travel",2746,"BK00002429","5,271,500","4,469,178"
1561,9,"Beach Paradise Travel",2166,"BK00001849","34,096,250","28,906,801"
1562,9,"Beach Paradise Travel",1529,"BK00001212","16,414,500","13,916,213"
1563,9,"Beach Paradise Travel",1357,"BK00001040","27,357,500","23,193,689"
1564,9,"Beach Paradise Travel",1217,"BK00000900","17,582,000","14,906,020"
1565,9,"Beach Paradise Travel",2043,"BK00001726","7,819,000","6,628,948"
1566,9,"Beach Paradise Travel",1642,"BK00001325","8,038,000","6,814,616"
1567,9,"Beach Paradise Travel",3019,"BK00002702","1,868,500","1,584,114"
1568,9,"Beach Paradise Travel",2155,"BK00001838","6,054,000","5,132,581"
1569,10,"Adventure Tours Co.",2660,"BK00002343","21,246,250","18,875,169"
1570,10,"Adventure Tours Co.",1256,"BK00000939","3,134,250","2,784,468"
1571,10,"Adventure Tours Co.",2245,"BK00001928","6,248,000","5,550,723"
1572,10,"Adventure Tours Co.",1258,"BK00000941","3,186,500","2,830,887"
1573,10,"Adventure Tours Co.",823,"BK00000506","26,488,750","23,532,606"
1574,10,"Adventure Tours Co.",2401,"BK00002084","10,567,000","9,387,723"
1575,10,"Adventure Tours Co.",956,"BK00000639","21,636,750","19,222,089"
1576,10,"Adventure Tours Co.",2256,"BK00001939","13,516,000","12,007,614"
1577,10,"Adventure Tours Co.",2259,"BK00001942","12,775,500","11,349,754"
1578,10,"Adventure Tours Co.",2263,"BK00001946","17,701,000","15,725,568"
1579,10,"Adventure Tours Co.",2268,"BK00001951","10,420,500","9,257,572"
1580,10,"Adventure Tours Co.",2378,"BK00002061","9,514,500","8,452,682"
1581,10,"Adventure Tours Co.",2270,"BK00001953","3,004,000","2,668,754"
1582,10,"Adventure Tours Co.",2271,"BK00001954","3,423,750","3,041,659"
1583,10,"Adventure Tours Co.",1319,"BK00001002","11,191,000","9,942,084"
1584,10,"Adventure Tours Co.",495,"BK00000178","3,592,000","3,191,133"
1585,10,"Adventure Tours Co.",2363,"BK00002046","3,592,000","3,191,133"
1586,10,"Adventure Tours Co.",3222,"BK00002905","1,195,000","1,061,638"
1587,10,"Adventure Tours Co.",2283,"BK00001966","4,345,750","3,860,764"
1588,10,"Adventure Tours Co.",831,"BK00000514","15,868,250","14,097,353"
1589,10,"Adventure Tours Co.",2325,"BK00002008","8,498,500","7,550,067"
1590,10,"Adventure Tours Co.",3314,"BK00002997","21,636,750","19,222,089"
1591,10,"Adventure Tours Co.",958,"BK00000641","16,895,000","15,009,518"
1592,10,"Adventure Tours Co.",3164,"BK00002847","24,223,750","21,520,380"
1593,10,"Adventure Tours Co.",910,"BK00000593","13,988,750","12,427,605"
1594,10,"Adventure Tours Co.",896,"BK00000579","11,191,000","9,942,084"
1595,10,"Adventure Tours Co.",3152,"BK00002835","2,987,500","2,654,095"
1596,10,"Adventure Tours Co.",1562,"BK00001245","9,469,500","8,412,704"
1597,10,"Adventure Tours Co.",1813,"BK00001496","28,849,000","25,629,452"
1598,10,"Adventure Tours Co.",3146,"BK00002829","5,297,750","4,706,521"
1599,10,"Adventure Tours Co.",3136,"BK00002819","2,321,000","2,061,976"
1600,10,"Adventure Tours Co.",1834,"BK00001517","2,115,000","1,878,966"
1601,10,"Adventure Tours Co.",1837,"BK00001520","14,368,000","12,764,531"
1602,10,"Adventure Tours Co.",3122,"BK00002805","19,163,250","17,024,631"
1603,10,"Adventure Tours Co.",1841,"BK00001524","2,630,750","2,337,158"
1604,10,"Adventure Tours Co.",1746,"BK00001429","1,529,500","1,358,808"
1605,10,"Adventure Tours Co.",3106,"BK00002789","6,390,000","5,676,876"
1606,10,"Adventure Tours Co.",888,"BK00000571","16,622,000","14,766,985"
1607,10,"Adventure Tours Co.",1853,"BK00001536","1,740,750","1,546,482"
1608,10,"Adventure Tours Co.",3086,"BK00002769","14,384,250","12,778,968"
1609,10,"Adventure Tours Co.",373,"BK00000056","7,892,250","7,011,475"
1610,10,"Adventure Tours Co.",1013,"BK00000696","15,893,250","14,119,563"
1611,10,"Adventure Tours Co.",1014,"BK00000697","6,387,750","5,674,877"
1612,10,"Adventure Tours Co.",1708,"BK00001391","1,044,750","928,156"
1613,10,"Adventure Tours Co.",3041,"BK00002724","1,160,500","1,030,988"
1614,10,"Adventure Tours Co.",1533,"BK00001216","21,246,250","18,875,169"
1615,10,"Adventure Tours Co.",3027,"BK00002710","3,134,250","2,784,468"
1616,10,"Adventure Tours Co.",1883,"BK00001566","26,155,000","23,236,102"
1617,10,"Adventure Tours Co.",384,"BK00000067","14,424,500","12,814,726"
1618,10,"Adventure Tours Co.",735,"BK00000418","16,380,000","14,551,992"
1619,10,"Adventure Tours Co.",1897,"BK00001580","7,091,750","6,300,311"
1620,10,"Adventure Tours Co.",1598,"BK00001281","3,036,500","2,697,627"
1621,10,"Adventure Tours Co.",885,"BK00000568","16,895,000","15,009,518"
1622,10,"Adventure Tours Co.",1752,"BK00001435","9,664,000","8,585,498"
1623,10,"Adventure Tours Co.",3255,"BK00002938","12,775,500","11,349,754"
1624,10,"Adventure Tours Co.",882,"BK00000565","36,061,250","32,036,815"
1625,10,"Adventure Tours Co.",1915,"BK00001598","6,308,000","5,604,027"
1626,10,"Adventure Tours Co.",1051,"BK00000734","11,564,500","10,273,902"
1627,10,"Adventure Tours Co.",2949,"BK00002632","1,415,750","1,257,752"
1628,10,"Adventure Tours Co.",731,"BK00000414","10,595,500","9,413,042"
1629,10,"Adventure Tours Co.",2942,"BK00002625","13,227,000","11,750,867"
1630,10,"Adventure Tours Co.",1931,"BK00001614","9,141,500","8,121,309"
1631,10,"Adventure Tours Co.",1932,"BK00001615","2,522,250","2,240,767"
1632,10,"Adventure Tours Co.",336,"BK00000019","16,205,000","14,396,522"
1633,10,"Adventure Tours Co.",2939,"BK00002622","9,876,000","8,773,838"
1634,10,"Adventure Tours Co.",2935,"BK00002618","10,523,000","9,348,633"
1635,10,"Adventure Tours Co.",879,"BK00000562","17,196,750","15,277,593"
1636,10,"Adventure Tours Co.",1488,"BK00001171","5,782,250","5,136,951"
1637,10,"Adventure Tours Co.",566,"BK00000249","2,987,500","2,654,095"
1638,10,"Adventure Tours Co.",1686,"BK00001369","10,776,000","9,573,398"
1639,10,"Adventure Tours Co.",1579,"BK00001262","5,283,500","4,693,861"
1640,10,"Adventure Tours Co.",2908,"BK00002591","6,440,000","5,721,296"
1641,10,"Adventure Tours Co.",2900,"BK00002583","25,760,000","22,885,184"
1642,10,"Adventure Tours Co.",722,"BK00000405","4,844,750","4,304,076"
1643,10,"Adventure Tours Co.",403,"BK00000086","7,715,000","6,854,006"
1644,10,"Adventure Tours Co.",1602,"BK00001285","28,599,000","25,407,352"
1645,10,"Adventure Tours Co.",1609,"BK00001292","19,320,000","17,163,888"
1646,10,"Adventure Tours Co.",606,"BK00000289","9,007,000","8,001,819"
1647,10,"Adventure Tours Co.",3214,"BK00002897","12,285,000","10,913,994"
1648,10,"Adventure Tours Co.",1093,"BK00000776","17,601,000","15,636,728"
1649,10,"Adventure Tours Co.",1094,"BK00000777","2,321,000","2,061,976"
1650,10,"Adventure Tours Co.",1476,"BK00001159","12,400,500","11,016,604"
1651,10,"Adventure Tours Co.",1997,"BK00001680","15,893,250","14,119,563"
1652,10,"Adventure Tours Co.",2001,"BK00001684","16,895,000","15,009,518"
1653,10,"Adventure Tours Co.",2829,"BK00002512","12,400,500","11,016,604"
1654,10,"Adventure Tours Co.",2826,"BK00002509","4,666,000","4,145,274"
1655,10,"Adventure Tours Co.",3215,"BK00002898","12,775,500","11,349,754"
1656,10,"Adventure Tours Co.",1663,"BK00001346","9,289,500","8,252,792"
1657,10,"Adventure Tours Co.",2007,"BK00001690","1,792,500","1,592,457"
1658,10,"Adventure Tours Co.",2815,"BK00002498","3,134,250","2,784,468"
1659,10,"Adventure Tours Co.",2012,"BK00001695","32,200,000","28,606,480"
1660,10,"Adventure Tours Co.",2803,"BK00002486","20,475,000","18,189,990"
1661,10,"Adventure Tours Co.",2794,"BK00002477","17,501,000","15,547,888"
1662,10,"Adventure Tours Co.",3247,"BK00002930","3,311,500","2,941,937"
1663,10,"Adventure Tours Co.",2786,"BK00002469","1,160,500","1,030,988"
1664,10,"Adventure Tours Co.",2783,"BK00002466","8,463,000","7,518,529"
1665,10,"Adventure Tours Co.",2028,"BK00001711","6,623,000","5,883,873"
1666,10,"Adventure Tours Co.",2778,"BK00002461","8,278,750","7,354,841"
1667,10,"Adventure Tours Co.",2777,"BK00002460","23,455,000","20,837,422"
1668,10,"Adventure Tours Co.",2738,"BK00002421","21,636,750","19,222,089"
1669,10,"Adventure Tours Co.",1451,"BK00001134","10,137,000","9,005,711"
1670,10,"Adventure Tours Co.",2733,"BK00002416","4,748,750","4,218,790"
1671,10,"Adventure Tours Co.",1138,"BK00000821","6,387,750","5,674,877"
1672,10,"Adventure Tours Co.",615,"BK00000298","6,758,000","6,003,807"
1673,10,"Adventure Tours Co.",2729,"BK00002412","5,782,250","5,136,951"
1674,10,"Adventure Tours Co.",2723,"BK00002406","18,764,000","16,669,938"
1675,10,"Adventure Tours Co.",425,"BK00000108","23,129,000","20,547,804"
1676,10,"Adventure Tours Co.",2065,"BK00001748","6,733,000","5,981,597"
1677,10,"Adventure Tours Co.",1144,"BK00000827","2,321,000","2,061,976"
1678,10,"Adventure Tours Co.",3231,"BK00002914","1,195,000","1,061,638"
1679,10,"Adventure Tours Co.",2071,"BK00001754","9,920,250","8,813,150"
1680,10,"Adventure Tours Co.",1437,"BK00001120","14,534,250","12,912,228"
1681,10,"Adventure Tours Co.",814,"BK00000497","9,141,500","8,121,309"
1682,10,"Adventure Tours Co.",1637,"BK00001320","2,089,500","1,856,312"
1683,10,"Adventure Tours Co.",707,"BK00000390","18,939,000","16,825,408"
1684,10,"Adventure Tours Co.",1167,"BK00000850","16,380,000","14,551,992"
1685,10,"Adventure Tours Co.",1418,"BK00001101","10,523,000","9,348,633"
1686,10,"Adventure Tours Co.",2105,"BK00001788","5,595,500","4,971,042"
1687,10,"Adventure Tours Co.",536,"BK00000219","10,089,000","8,963,068"
1688,10,"Adventure Tours Co.",655,"BK00000338","1,689,500","1,500,952"
1689,10,"Adventure Tours Co.",1174,"BK00000857","1,529,500","1,358,808"
1690,10,"Adventure Tours Co.",2643,"BK00002326","2,390,000","2,123,276"
1691,10,"Adventure Tours Co.",2636,"BK00002319","17,346,750","15,410,853"
1692,10,"Adventure Tours Co.",1177,"BK00000860","18,283,000","16,242,617"
1693,10,"Adventure Tours Co.",1403,"BK00001086","5,607,250","4,981,481"
1694,10,"Adventure Tours Co.",1402,"BK00001085","12,880,000","11,442,592"
1695,10,"Adventure Tours Co.",704,"BK00000387","1,792,500","1,592,457"
1696,10,"Adventure Tours Co.",2627,"BK00002310","1,195,000","1,061,638"
1697,10,"Adventure Tours Co.",2625,"BK00002308","23,129,000","20,547,804"
1698,10,"Adventure Tours Co.",2591,"BK00002274","5,261,500","4,674,317"
1699,10,"Adventure Tours Co.",1621,"BK00001304","24,223,750","21,520,380"
1700,10,"Adventure Tours Co.",1198,"BK00000881","7,667,250","6,811,585"
1701,10,"Adventure Tours Co.",2568,"BK00002251","10,567,000","9,387,723"
1702,10,"Adventure Tours Co.",2159,"BK00001842","25,735,000","22,862,974"
1703,10,"Adventure Tours Co.",2555,"BK00002238","12,285,000","10,913,994"
1704,10,"Adventure Tours Co.",2169,"BK00001852","19,163,250","17,024,631"
1705,10,"Adventure Tours Co.",2539,"BK00002222","12,880,000","11,442,592"
1706,10,"Adventure Tours Co.",2183,"BK00001866","9,469,500","8,412,704"
1707,10,"Adventure Tours Co.",2529,"BK00002212","4,563,000","4,053,769"
1708,10,"Adventure Tours Co.",1370,"BK00001053","20,499,000","18,211,312"
1709,10,"Adventure Tours Co.",1213,"BK00000896","17,346,750","15,410,853"
1710,10,"Adventure Tours Co.",463,"BK00000146","5,782,250","5,136,951"
1711,10,"Adventure Tours Co.",2510,"BK00002193","7,212,250","6,407,363"
1712,10,"Adventure Tours Co.",2198,"BK00001881","2,294,250","2,038,212"
1713,10,"Adventure Tours Co.",1221,"BK00000904","4,967,250","4,412,905"
1714,10,"Adventure Tours Co.",3194,"BK00002877","14,179,250","12,596,846"
1715,10,"Adventure Tours Co.",467,"BK00000150","23,129,000","20,547,804"
1716,10,"Adventure Tours Co.",820,"BK00000503","10,595,500","9,413,042"
1717,10,"Adventure Tours Co.",1741,"BK00001424","23,455,000","20,837,422"
1718,10,"Adventure Tours Co.",2211,"BK00001894","5,044,500","4,481,534"
1719,10,"Adventure Tours Co.",2482,"BK00002165","12,611,250","11,203,835"
1720,10,"Adventure Tours Co.",3276,"BK00002959","580,250","515,494"
1721,10,"Adventure Tours Co.",3190,"BK00002873","14,484,250","12,867,808"
1722,10,"Adventure Tours Co.",1234,"BK00000917","9,689,500","8,608,152"
1723,10,"Adventure Tours Co.",478,"BK00000161","7,566,750","6,722,301"
1724,10,"Adventure Tours Co.",2226,"BK00001909","5,283,500","4,693,861"
1725,10,"Adventure Tours Co.",1243,"BK00000926","22,282,500","19,795,773"
1726,10,"Adventure Tours Co.",670,"BK00000353","26,488,750","23,532,606"
1727,10,"Adventure Tours Co.",2232,"BK00001915","2,447,750","2,174,581"
1728,10,"Adventure Tours Co.",2236,"BK00001919","28,711,250","25,507,075"
1729,10,"Adventure Tours Co.",511,"BK00000194","4,095,000","3,637,998"
1730,10,"Adventure Tours Co.",490,"BK00000173","2,784,250","2,473,528"
1731,11,"Adventure Tours Co.",2440,"BK00002123","13,809,000","11,628,559"
1732,11,"Adventure Tours Co.",1210,"BK00000893","8,404,000","7,077,008"
1733,11,"Adventure Tours Co.",3043,"BK00002726","22,036,000","18,556,516"
1734,11,"Adventure Tours Co.",2535,"BK00002218","1,502,500","1,265,255"
1735,11,"Adventure Tours Co.",776,"BK00000459","2,353,000","1,981,461"
1736,11,"Adventure Tours Co.",2213,"BK00001896","940,000","791,574"
1737,11,"Adventure Tours Co.",1537,"BK00001220","10,837,500","9,126,259"
1738,11,"Adventure Tours Co.",545,"BK00000228","10,837,500","9,126,259"
1739,11,"Adventure Tours Co.",457,"BK00000140","27,618,000","23,257,118"
1740,11,"Adventure Tours Co.",1540,"BK00001223","2,451,000","2,063,987"
1741,11,"Adventure Tours Co.",2480,"BK00002163","1,081,750","910,942"
1742,11,"Adventure Tours Co.",946,"BK00000629","15,398,250","12,966,866"
1743,11,"Adventure Tours Co.",3093,"BK00002776","24,126,000","20,316,505"
1744,11,"Adventure Tours Co.",2699,"BK00002382","7,697,250","6,481,854"
1745,11,"Adventure Tours Co.",2081,"BK00001764","15,398,250","12,966,866"
1746,11,"Adventure Tours Co.",1851,"BK00001534","9,870,750","8,312,159"
1747,11,"Adventure Tours Co.",369,"BK00000052","16,334,250","13,755,072"
1748,11,"Adventure Tours Co.",2086,"BK00001769","28,572,000","24,060,481"
1749,11,"Adventure Tours Co.",1230,"BK00000913","20,531,000","17,289,155"
1750,11,"Adventure Tours Co.",430,"BK00000113","36,062,500","30,368,231"
1751,11,"Adventure Tours Co.",2233,"BK00001916","12,156,000","10,236,568"
1752,11,"Adventure Tours Co.",3230,"BK00002913","21,129,000","17,792,731"
1753,11,"Adventure Tours Co.",1709,"BK00001392","36,062,500","30,368,231"
1754,11,"Adventure Tours Co.",3206,"BK00002889","2,820,000","2,374,722"
1755,11,"Adventure Tours Co.",2678,"BK00002361","34,261,250","28,851,399"
1756,11,"Adventure Tours Co.",1552,"BK00001235","3,409,000","2,870,719"
1757,11,"Adventure Tours Co.",3128,"BK00002811","10,837,500","9,126,259"
1758,11,"Adventure Tours Co.",2350,"BK00002033","20,631,750","17,373,997"
1759,11,"Adventure Tours Co.",652,"BK00000335","6,862,500","5,778,911"
1760,11,"Adventure Tours Co.",1833,"BK00001516","22,551,250","18,990,408"
1761,11,"Adventure Tours Co.",3129,"BK00002812","24,006,000","20,215,453"
1762,11,"Adventure Tours Co.",2380,"BK00002063","20,631,750","17,373,997"
1763,11,"Adventure Tours Co.",977,"BK00000660","1,225,500","1,031,994"
1764,11,"Adventure Tours Co.",1569,"BK00001252","27,223,750","22,925,120"
1765,11,"Adventure Tours Co.",863,"BK00000546","26,868,750","22,626,174"
1766,11,"Adventure Tours Co.",364,"BK00000047","5,197,000","4,376,394"
1767,11,"Adventure Tours Co.",653,"BK00000336","5,422,000","4,565,866"
1768,11,"Adventure Tours Co.",3180,"BK00002863","28,572,000","24,060,481"
1769,11,"Adventure Tours Co.",894,"BK00000577","8,204,000","6,908,588"
1770,11,"Adventure Tours Co.",3150,"BK00002833","27,495,000","23,153,540"
1771,11,"Adventure Tours Co.",3151,"BK00002834","5,131,500","4,321,236"
1772,11,"Adventure Tours Co.",1564,"BK00001247","7,697,250","6,481,854"
1773,11,"Adventure Tours Co.",3168,"BK00002851","1,051,500","885,468"
1774,11,"Adventure Tours Co.",459,"BK00000142","1,176,500","990,731"
1775,11,"Adventure Tours Co.",2648,"BK00002331","17,045,000","14,353,595"
1776,11,"Adventure Tours Co.",902,"BK00000585","10,837,500","9,126,259"
1777,11,"Adventure Tours Co.",2389,"BK00002072","4,327,000","3,643,767"
1778,11,"Adventure Tours Co.",3178,"BK00002861","4,722,000","3,976,396"
1779,11,"Adventure Tours Co.",2467,"BK00002150","10,362,500","8,726,261"
1780,11,"Adventure Tours Co.",2124,"BK00001807","27,509,000","23,165,329"
1781,11,"Adventure Tours Co.",2511,"BK00002194","7,143,000","6,015,120"
1782,11,"Adventure Tours Co.",2312,"BK00001995","9,444,000","7,952,792"
1783,11,"Adventure Tours Co.",443,"BK00000126","2,820,000","2,374,722"
1784,11,"Adventure Tours Co.",1623,"BK00001306","28,850,000","24,294,585"
1785,11,"Adventure Tours Co.",1405,"BK00001088","5,422,000","4,565,866"
1786,11,"Adventure Tours Co.",2417,"BK00002100","6,001,500","5,053,863"
1787,11,"Adventure Tours Co.",1178,"BK00000861","10,227,000","8,612,157"
1788,11,"Adventure Tours Co.",2416,"BK00002099","2,451,000","2,063,987"
